Precinct,Krasner,Khan,Untermeyer,El_Shabazz,Negrin,Deni,O_Neill,Write_In,DivNo,Winner,WinPercent
38-10,27.52,18.35,6.42,23.85,20.18,1.83,1.83,0,3810,Krasner,27.52
38-11,26.09,21.74,3.8,1.09,45.65,0,1.63,0,3811,Negrin,45.65
38-12,42.15,12.4,4.13,4.13,32.23,3.31,1.65,0,3812,Krasner,42.15
38-13,31.05,25.79,1.58,0,37.37,1.58,2.63,0,3813,Negrin,37.37
38-14,46.34,16.26,6.5,2.44,24.39,1.63,2.44,0,3814,Krasner,46.34
38-15,43.22,25.42,4.24,4.24,17.8,1.69,3.39,0,3815,Krasner,43.22
38-16,39.53,15.5,1.55,0,40.31,0.78,2.33,0,3816,Negrin,40.31
38-17,41.73,20.47,7.09,20.47,10.24,0,0,0,3817,Krasner,41.73
38-18,31.09,26.42,2.59,1.55,34.2,0,4.15,0,3818,Negrin,34.2
38-19,18.92,22.97,10.81,22.97,21.62,1.35,1.35,0,3819,Tie,22.97
38-20,37.08,23.6,1.12,0,30.34,1.12,6.74,0,3820,Krasner,37.08
38-21,30.39,16.67,4.9,17.65,23.53,2.94,3.92,0,3821,Krasner,30.39
39-01,47.22,20.83,8.33,1.39,13.89,1.39,6.94,0,3901,Krasner,47.22
39-02,9.78,7.61,3.26,3.26,3.26,1.09,71.74,0,3902,O'Neill,71.74
39-03,16.95,11.02,8.47,0,12.71,0.85,50,0,3903,O'Neill,50
39-04,40.82,18.37,10.2,0,14.29,0,16.33,0,3904,Krasner,40.82
39-05,48.05,22.08,11.69,3.9,9.09,1.3,3.9,0,3905,Krasner,48.05
39-06,13.25,11.26,5.3,0,15.23,1.99,52.98,0,3906,O'Neill,52.98
39-07,8.82,4.9,3.92,0.49,10.29,0.98,70.59,0,3907,O'Neill,70.59
39-08,23.64,13.64,4.55,0.91,21.82,2.73,32.73,0,3908,O'Neill,32.73
39-09,33.87,6.45,16.13,8.06,6.45,3.23,25.81,0,3909,Krasner,33.87
39-10,38.71,8.6,20.43,11.83,8.6,3.23,8.6,0,3910,Krasner,38.71
39-11,15.69,9.8,1.96,0,11.76,0,60.78,0,3911,O'Neill,60.78
39-12,26.92,11.54,19.23,7.69,19.23,0,15.38,0,3912,Krasner,26.92
39-13,28.79,12.12,7.58,12.12,15.15,1.52,22.73,0,3913,Krasner,28.79
39-14,16.67,19.05,11.9,0,23.81,7.14,21.43,0,3914,Negrin,23.81
39-15,8.22,10.27,8.22,0,17.81,0.68,54.79,0,3915,O'Neill,54.79
39-16,33.33,0,9.09,12.12,33.33,6.06,6.06,0,3916,Tie,33.33
39-17,38.1,11.9,11.9,14.29,0,0,23.81,0,3917,Krasner,38.1
39-18,28.3,11.32,9.43,0,13.21,1.89,35.85,0,3918,O'Neill,35.85
39-19,32.5,20,5,5,25,0,12.5,0,3919,Krasner,32.5
39-20,13.04,11.59,6.52,0,14.49,0.72,53.62,0,3920,O'Neill,53.62
39-21,14.93,11.94,6.72,0,8.96,1.49,55.97,0,3921,O'Neill,55.97
39-22,28.41,15.91,11.36,2.27,18.18,3.41,20.45,0,3922,Krasner,28.41
39-23,18.18,4.55,4.55,6.82,9.09,2.27,54.55,0,3923,O'Neill,54.55
39-24,20,16.92,9.23,5.38,10,0,38.46,0,3924,O'Neill,38.46
39-25,33.33,20.95,8.57,0,21.9,4.76,10.48,0,3925,Krasner,33.33
39-26,57.23,11.32,9.43,0,14.47,0.63,6.92,0,3926,Krasner,57.23
39-27,61.42,9.45,8.66,0.79,13.39,1.57,4.72,0,3927,Krasner,61.42
39-28,34.09,6.06,7.58,1.52,2.27,0.76,47.73,0,3928,O'Neill,47.73
39-29,14.52,16.13,11.29,0,9.68,1.61,46.77,0,3929,O'Neill,46.77
39-30,67.07,12.8,4.27,1.22,11.59,0.61,2.44,0,3930,Krasner,67.07
39-31,28.4,13.58,16.05,1.23,23.46,1.23,16.05,0,3931,Krasner,28.4
39-32,64.79,4.23,8.45,2.82,12.68,1.41,5.63,0,3932,Krasner,64.79
39-33,25.33,12,12,2.67,29.33,1.33,17.33,0,3933,Negrin,29.33
39-34,34.44,22.22,30,1.11,11.11,0,1.11,0,3934,Krasner,34.44
39-35,57.36,14.73,6.2,0.78,15.5,0.78,4.65,0,3935,Krasner,57.36
39-36,20.27,9.46,12.16,0,21.62,2.7,33.78,0,3936,O'Neill,33.78
39-37,52.94,15.13,10.92,0,15.13,2.52,3.36,0,3937,Krasner,52.94
39-38,52.07,15.7,7.44,0.83,13.22,2.48,8.26,0,3938,Krasner,52.07
39-39,21.59,17.05,30.68,0,23.86,1.14,5.68,0,3939,Untermeyer,30.68
39-40,63.27,6.12,6.12,12.24,4.08,2.04,6.12,0,3940,Krasner,63.27
39-41,20.29,10.14,10.14,1.45,31.88,4.35,21.74,0,3941,Negrin,31.88
39-42,46.25,11.25,12.5,0,16.25,1.25,12.5,0,3942,Krasner,46.25
39-43,47.54,9.84,14.75,0,13.11,1.64,13.11,0,3943,Krasner,47.54
39-44,24.56,12.28,12.28,1.75,31.58,1.75,15.79,0,3944,Negrin,31.58
39-45,63.89,8.8,7.87,0,10.65,0.93,7.87,0,3945,Krasner,63.89
39-46,60,14.67,5.33,0.44,11.11,1.33,7.11,0,3946,Krasner,60
40-01,38.1,11.9,4.76,30.95,2.38,2.38,9.52,0,4001,Krasner,38.1
40-02,30.36,7.14,14.29,26.79,10.71,5.36,5.36,0,4002,Krasner,30.36
40-03,34.75,7.8,4.26,18.44,4.96,0.71,29.08,0,4003,Krasner,34.75
40-04,19.05,46.43,8.33,14.29,7.14,0,4.76,0,4004,Khan,46.43
40-05,34.21,11.4,7.02,33.33,5.26,0,8.77,0,4005,Krasner,34.21
40-06,43.24,24.32,2.7,10.81,8.11,0,10.81,0,4006,Krasner,43.24
40-07,30.99,12.68,15.49,16.9,15.49,2.82,5.63,0,4007,Krasner,30.99
40-08,37.25,15.69,7.84,13.73,13.73,0,11.76,0,4008,Krasner,37.25
40-09,32.88,10.96,8.22,20.55,15.07,0,12.33,0,4009,Krasner,32.88
40-10,34.48,10.34,20.69,17.24,6.9,3.45,6.9,0,4010,Krasner,34.48
40-11,27.27,12.73,9.09,29.09,5.45,1.82,14.55,0,4011,El Shabazz,29.09
40-12,40.43,8.51,2.13,31.91,6.38,0,10.64,0,4012,Krasner,40.43
40-13,26.98,17.46,4.76,14.29,20.63,0,15.87,0,4013,Krasner,26.98
40-14,36.54,17.31,7.69,11.54,9.62,0,17.31,0,4014,Krasner,36.54
40-15,20,11.43,2.86,28.57,25.71,2.86,8.57,0,4015,El Shabazz,28.57
40-16,36.96,21.74,6.52,26.09,8.7,0,0,0,4016,Krasner,36.96
40-17,37.84,5.41,2.7,24.32,8.11,0,21.62,0,4017,Krasner,37.84
40-18,22.58,16.13,12.9,25.81,3.23,3.23,16.13,0,4018,El Shabazz,25.81
40-19,21.88,28.13,0,18.75,3.13,0,28.13,0,4019,Khan,28.13
40-20,20,20,8,20,16,0,16,0,4020,Tie,20
40-21,24,16,4,12,12,0,32,0,4021,O'Neill,32
40-22,17.65,11.76,7.84,25.49,13.73,1.96,21.57,0,4022,El Shabazz,25.49
40-23,19.23,3.85,13.46,40.38,13.46,1.92,7.69,0,4023,El Shabazz,40.38
40-24,25.93,13.58,1.23,51.85,6.17,1.23,0,0,4024,El Shabazz,51.85
40-25,24.24,9.09,7.58,22.73,15.15,1.52,19.7,0,4025,Krasner,24.24
40-26,18.18,9.09,15.91,25,15.91,4.55,11.36,0,4026,El Shabazz,25
40-27,41.46,7.32,2.44,31.71,7.32,0,9.76,0,4027,Krasner,41.46
40-28,17.53,12.37,5.15,31.96,7.22,1.03,24.74,0,4028,El Shabazz,31.96
40-29,27.45,5.88,3.92,29.41,17.65,0,15.69,0,4029,El Shabazz,29.41
40-30,39.19,13.51,2.7,17.57,18.92,1.35,6.76,0,4030,Krasner,39.19
40-31,26.98,6.35,4.76,34.92,7.94,1.59,17.46,0,4031,El Shabazz,34.92
40-32,27.08,12.5,8.33,17.71,17.71,0,16.67,0,4032,Krasner,27.08
40-33,22.73,11.36,18.18,22.73,9.09,4.55,11.36,0,4033,Tie,22.73
40-34,22.22,20.37,11.11,20.37,5.56,1.85,18.52,0,4034,Krasner,22.22
40-35,56.6,3.77,5.66,18.87,13.21,0,1.89,0,4035,Krasner,56.6
40-36,27.27,15.91,15.91,22.73,9.09,2.27,6.82,0,4036,Krasner,27.27
40-37,33.96,9.43,7.55,11.32,10.38,1.89,25.47,0,4037,Krasner,33.96
40-38,36.13,21.29,10.97,10.32,9.68,0,11.61,0,4038,Krasner,36.13
40-39,34.78,13.04,6.52,23.91,2.17,0,19.57,0,4039,Krasner,34.78
40-40,40.48,19.05,11.9,11.9,7.74,1.79,7.14,0,4040,Krasner,40.48
40-41,21.74,8.7,4.35,23.19,1.45,1.45,39.13,0,4041,O'Neill,39.13
40-42,41.38,10.34,8.05,18.39,11.49,1.15,9.2,0,4042,Krasner,41.38
40-43,23.53,7.84,9.8,15.69,19.61,3.92,19.61,0,4043,Krasner,23.53
40-44,35.11,12.98,3.82,14.5,12.21,3.82,17.56,0,4044,Krasner,35.11
40-45,51.37,10.27,6.16,15.75,6.16,0.68,9.59,0,4045,Krasner,51.37
40-46,33.59,15.63,8.59,12.5,16.41,0,13.28,0,4046,Krasner,33.59
40-47,16.67,26.67,13.33,20,3.33,0,20,0,4047,Khan,26.67
40-48,22.76,12.2,5.69,20.33,12.2,0.81,26.02,0,4048,O'Neill,26.02
40-49,33.61,12.61,10.08,11.76,12.61,0,19.33,0,4049,Krasner,33.61
40-50,18.42,18.42,6.14,20.18,7.89,0,28.95,0,4050,O'Neill,28.95
40-51,29.27,12.2,0,31.71,19.51,4.88,2.44,0,4051,El Shabazz,31.71
41-01,29.63,14.81,7.41,14.81,25.93,0,7.41,0,4101,Krasner,29.63
41-02,28.57,35.71,10.71,14.29,7.14,0,3.57,0,4102,Khan,35.71
41-03,22.86,25.71,11.43,5.71,22.86,2.86,8.57,0,4103,Khan,25.71
41-04,8.11,27.03,24.32,5.41,21.62,0,13.51,0,4104,Khan,27.03
41-05,36,24,12,8,12,4,4,0,4105,Krasner,36
41-06,19.51,29.27,4.88,7.32,19.51,2.44,17.07,0,4106,Khan,29.27
41-07,17.39,26.09,13.04,8.7,26.09,4.35,4.35,0,4107,Tie,26.09
41-08,10.71,28.57,17.86,7.14,28.57,0,7.14,0,4108,Tie,28.57
41-09,14.81,14.81,25.93,14.81,14.81,7.41,7.41,0,4109,Untermeyer,25.93
41-10,16.67,22.22,22.22,8.33,11.11,5.56,13.89,0,4110,Tie,22.22
41-11,8.7,26.09,17.39,8.7,26.09,0,13.04,0,4111,Khan,26.09
41-12,17.86,25,21.43,7.14,7.14,0,21.43,0,4112,Khan,25
41-13,26,22,22,6,8,2,14,0,4113,Krasner,26
41-14,14.58,18.75,16.67,12.5,18.75,4.17,14.58,0,4114,Khan,18.75
41-15,19.35,20.97,12.9,8.06,19.35,11.29,8.06,0,4115,Khan,20.97
41-16,12.12,27.27,18.18,6.06,21.21,12.12,3.03,0,4116,Khan,27.27
41-17,17.65,13.73,27.45,0,9.8,13.73,17.65,0,4117,Untermeyer,27.45
41-18,12.82,28.21,12.82,0,20.51,7.69,17.95,0,4118,Khan,28.21
41-19,20.59,23.53,17.65,2.94,14.71,2.94,17.65,0,4119,Khan,23.53
41-20,6.67,23.33,16.67,13.33,30,0,10,0,4120,Negrin,30
41-21,32.61,13.04,15.22,10.87,17.39,4.35,6.52,0,4121,Krasner,32.61
41-22,18.18,38.64,9.09,6.82,18.18,4.55,4.55,0,4122,Khan,38.64
41-23,11.11,20,6.67,6.67,22.22,4.44,28.89,0,4123,O'Neill,28.89
41-24,10.53,23.68,5.26,7.89,26.32,2.63,23.68,0,4124,Negrin,26.32
41-25,15.22,34.78,13.04,8.7,17.39,0,10.87,0,4125,Khan,34.78
41-26,17.5,22.5,7.5,10,12.5,5,25,0,4126,O'Neill,25
42-01,44.44,16.67,5.56,9.26,22.22,1.85,0,0,4201,Krasner,44.44
42-02,64.29,10.71,3.57,10.71,3.57,3.57,3.57,0,4202,Krasner,64.29
42-03,26.09,13.04,2.17,8.7,43.48,4.35,2.17,0,4203,Negrin,43.48
42-04,60,0,4,16,16,0,4,0,4204,Krasner,60
42-05,48,12,8,16,14,2,0,0,4205,Krasner,48
42-06,36.36,15.15,9.09,18.18,21.21,0,0,0,4206,Krasner,36.36
42-07,46.15,15.38,2.56,17.95,15.38,2.56,0,0,4207,Krasner,46.15
42-08,40.48,9.52,2.38,19.05,26.19,2.38,0,0,4208,Krasner,40.48
42-09,31.43,28.57,0,8.57,22.86,8.57,0,0,4209,Krasner,31.43
42-10,27.59,27.59,13.79,3.45,13.79,3.45,10.34,0,4210,Tie,27.59
42-11,35.42,14.58,8.33,16.67,18.75,6.25,0,0,4211,Krasner,35.42
42-12,40,20,8.57,14.29,11.43,2.86,2.86,0,4212,Krasner,40
42-13,50.96,11.54,13.46,11.54,9.62,1.92,0.96,0,4213,Krasner,50.96
42-14,43.75,20.83,6.25,10.42,16.67,0,2.08,0,4214,Krasner,43.75
42-15,43.68,17.24,11.49,12.64,12.64,2.3,0,0,4215,Krasner,43.68
42-16,44.44,24.44,4.44,11.11,15.56,0,0,0,4216,Krasner,44.44
42-17,48.61,11.11,5.56,18.06,15.28,1.39,0,0,4217,Krasner,48.61
42-18,43.75,20,6.25,15,12.5,0,2.5,0,4218,Krasner,43.75
42-19,50,25.86,1.72,13.79,8.62,0,0,0,4219,Krasner,50
42-20,51.67,15,6.67,18.33,8.33,0,0,0,4220,Krasner,51.67
42-21,57.58,12.12,15.15,15.15,0,0,0,0,4221,Krasner,57.58
42-22,39.39,12.12,12.12,18.18,15.15,0,3.03,0,4222,Krasner,39.39
42-23,25,16.67,8.33,33.33,12.5,4.17,0,0,4223,El Shabazz,33.33
42-24,56.25,12.5,3.75,12.5,13.75,0,1.25,0,4224,Krasner,56.25
42-25,44.44,13.89,4.17,23.61,12.5,1.39,0,0,4225,Krasner,44.44
43-01,18.37,34.69,14.29,14.29,16.33,2.04,0,0,4301,Khan,34.69
43-02,53.49,6.98,8.14,6.98,23.26,0,1.16,0,4302,Krasner,53.49
43-03,21.74,4.35,4.35,17.39,47.83,0,4.35,0,4303,Negrin,47.83
43-04,39.02,14.63,14.63,7.32,19.51,2.44,2.44,0,4304,Krasner,39.02
43-05,60,5.71,0,20,11.43,2.86,0,0,4305,Krasner,60
43-06,29.63,7.41,3.7,14.81,33.33,0,11.11,0,4306,Negrin,33.33
43-07,21.05,21.05,5.26,7.89,44.74,0,0,0,4307,Negrin,44.74
43-08,19.23,26.92,7.69,19.23,26.92,0,0,0,4308,Khan,26.92
43-09,38.89,12.96,5.56,16.67,22.22,3.7,0,0,4309,Krasner,38.89
43-10,20.45,15.91,25,31.82,6.82,0,0,0,4310,El Shabazz,31.82
43-11,0,0,16.67,8.33,75,0,0,0,4311,Negrin,75
43-12,32.14,21.43,0,14.29,25,3.57,3.57,0,4312,Krasner,32.14
43-13,42.31,11.54,11.54,11.54,19.23,3.85,0,0,4313,Krasner,42.31
43-14,36.36,13.64,9.09,22.73,13.64,2.27,2.27,0,4314,Krasner,36.36
43-15,17.31,28.85,25,17.31,9.62,0,1.92,0,4315,Khan,28.85
43-16,34.69,12.24,20.41,10.2,20.41,0,2.04,0,4316,Krasner,34.69
43-17,26.67,0,13.33,13.33,46.67,0,0,0,4317,Negrin,46.67
43-18,2.56,17.95,10.26,10.26,56.41,0,2.56,0,4318,Negrin,56.41
43-19,30.23,23.26,6.98,4.65,23.26,2.33,9.3,0,4319,Krasner,30.23
43-20,13.79,20.69,10.34,6.9,44.83,0,3.45,0,4320,Negrin,44.83
43-21,33.93,23.21,7.14,19.64,12.5,0,3.57,0,4321,Krasner,33.93
43-22,22.22,12.96,12.96,27.78,22.22,1.85,0,0,4322,El Shabazz,27.78
43-23,25,31.25,4.69,20.31,18.75,0,0,0,4323,Khan,31.25
43-24,55.84,9.09,7.79,16.88,9.09,1.3,0,0,4324,Krasner,55.84
43-25,31.11,15.56,8.89,11.11,33.33,0,0,0,4325,Negrin,33.33
44-01,30.99,7.04,9.86,36.62,14.08,1.41,0,0,4401,El Shabazz,36.62
44-02,34.41,10.75,6.45,33.33,15.05,0,0,0,4402,Krasner,34.41
44-03,23.29,20.55,6.85,41.1,6.85,0,1.37,0,4403,El Shabazz,41.1
44-04,28.81,13.56,13.56,32.2,8.47,3.39,0,0,4404,El Shabazz,32.2
44-05,24.59,26.23,16.39,14.75,14.75,1.64,1.64,0,4405,Khan,26.23
44-06,31.48,12.96,8.33,31.48,11.11,1.85,2.78,0,4406,Tie,31.48
44-07,36.14,14.46,4.82,34.94,3.61,1.2,4.82,0,4407,Krasner,36.14
44-08,40.85,18.31,7.04,21.13,11.27,1.41,0,0,4408,Krasner,40.85
44-09,28.75,15,12.5,28.75,15,0,0,0,4409,Krasner,28.75
44-10,36.23,11.59,4.35,36.23,7.25,1.45,2.9,0,4410,Tie,36.23
44-11,51.19,7.14,14.29,16.67,10.71,0,0,0,4411,Krasner,51.19
44-12,52.54,15.25,11.86,10.17,10.17,0,0,0,4412,Krasner,52.54
44-13,37.84,17.57,9.46,20.27,13.51,1.35,0,0,4413,Krasner,37.84
44-14,44.32,9.09,4.55,28.41,10.23,1.14,2.27,0,4414,Krasner,44.32
44-15,40.3,23.88,5.97,23.88,2.99,1.49,1.49,0,4415,Krasner,40.3
44-16,32.14,12.5,10.71,30.36,12.5,1.79,0,0,4416,Krasner,32.14
44-17,44.62,12.31,10.77,26.15,6.15,0,0,0,4417,Krasner,44.62
44-18,38.16,22.37,10.53,19.74,7.89,0,1.32,0,4418,Krasner,38.16
44-19,38.67,13.33,10.67,14.67,21.33,1.33,0,0,4419,Krasner,38.67
45-01,17.78,24.44,11.11,0,22.22,0,24.44,0,4501,Khan,24.44
45-02,15.63,31.25,9.38,0,34.38,3.13,6.25,0,4502,Negrin,34.38
45-03,14.08,19.72,16.9,1.41,26.76,2.82,18.31,0,4503,Negrin,26.76
45-04,13.43,17.91,14.93,0,16.42,8.96,28.36,0,4504,O'Neill,28.36
45-05,22.64,5.66,9.43,5.66,32.08,1.89,20.75,1.89,4505,Negrin,32.08
45-06,7.14,21.43,10.71,3.57,32.14,0,25,0,4506,Negrin,32.14
45-07,27.08,18.75,18.75,0,29.17,2.08,4.17,0,4507,Negrin,29.17
45-08,20,30,10,0,30,6.67,3.33,0,4508,Tie,30
45-09,9.09,18.18,9.09,27.27,18.18,0,18.18,0,4509,El Shabazz,27.27
45-10,22.22,22.22,0,0,33.33,11.11,11.11,0,4510,Negrin,33.33
45-11,12.5,37.5,31.25,0,18.75,0,0,0,4511,Khan,37.5
45-12,8.33,33.33,25,0,8.33,0,25,0,4512,Khan,33.33
45-13,5.26,15.79,5.26,15.79,26.32,10.53,21.05,0,4513,Negrin,26.32
45-14,60,0,20,0,20,0,0,0,4514,Krasner,60
45-15,26.76,21.13,11.27,1.41,15.49,0,23.94,0,4515,Krasner,26.76
45-16,5.56,27.78,16.67,16.67,22.22,5.56,5.56,0,4516,Khan,27.78
45-17,53.85,11.54,7.69,7.69,15.38,3.85,0,0,4517,Krasner,53.85
45-18,13.33,20,6.67,13.33,40,6.67,0,0,4518,Negrin,40
45-19,15.38,0,23.08,0,53.85,0,7.69,0,4519,Negrin,53.85
45-20,14.71,20.59,8.82,0,23.53,10.29,22.06,0,4520,Negrin,23.53
45-21,5.56,44.44,27.78,5.56,11.11,0,5.56,0,4521,Khan,44.44
45-22,12.5,28.57,10.71,0,28.57,0,19.64,0,4522,Khan,28.57
45-23,19.05,30.16,11.11,0,26.98,3.17,9.52,0,4523,Khan,30.16
45-24,14.04,21.05,8.77,1.75,29.82,3.51,21.05,0,4524,Negrin,29.82
45-25,5.41,29.73,10.81,0,32.43,0,21.62,0,4525,Negrin,32.43
46-01,78.62,12.26,0.31,0.63,7.23,0.94,0,0,4601,Krasner,78.62
46-02,81.98,5.86,2.7,5.41,4.05,0,0,0,4602,Krasner,81.98
46-03,68.81,10.4,6.44,11.39,2.48,0.5,0,0,4603,Krasner,68.81
46-04,65.06,14.46,4.82,12.05,3.61,0,0,0,4604,Krasner,65.06
46-05,40.94,14.17,5.51,32.28,6.3,0.79,0,0,4605,Krasner,40.94
46-06,37.3,15.08,4.76,28.57,12.7,0.79,0.79,0,4606,Krasner,37.3
46-07,82.41,5.56,1.85,4.17,4.17,0.46,1.39,0,4607,Krasner,82.41
46-08,78.16,13.65,1.37,2.39,3.75,0.68,0,0,4608,Krasner,78.16
46-09,82.89,7.98,1.9,2.66,3.42,0.76,0.38,0,4609,Krasner,82.89
46-10,69.46,10.78,2.4,11.98,2.99,0.6,1.8,0,4610,Krasner,69.46
46-11,51.7,8.84,7.48,27.89,3.4,0.68,0,0,4611,Krasner,51.7
46-12,46.77,10.48,4.84,23.39,13.71,0.81,0,0,4612,Krasner,46.77
46-13,32.76,17.24,8.62,28.45,11.21,0.86,0.86,0,4613,Krasner,32.76
46-14,35.94,21.88,10.94,25,4.69,1.56,0,0,4614,Krasner,35.94
46-15,34.52,21.43,10.71,28.57,3.57,1.19,0,0,4615,Krasner,34.52
46-16,73.25,14.65,1.27,1.59,7.64,0.32,1.27,0,4616,Krasner,73.25
46-17,79.01,13.21,0.71,1.65,3.54,1.18,0.71,0,4617,Krasner,79.01
46-18,80.65,8.29,1.84,3.23,4.15,0,1.84,0,4618,Krasner,80.65
46-19,70.24,17.56,1.49,2.98,6.55,0.3,0.89,0,4619,Krasner,70.24
46-20,38.82,18.82,9.41,24.71,7.06,1.18,0,0,4620,Krasner,38.82
46-21,43.37,13.25,6.02,30.12,6.02,1.2,0,0,4621,Krasner,43.37
46-22,64.85,13.86,1.98,11.88,6.93,0.5,0,0,4622,Krasner,64.85
46-23,78.14,11.74,0.4,4.05,2.83,2.43,0.4,0,4623,Krasner,78.14
47-01,60.98,24.39,3.66,7.32,3.66,0,0,0,4701,Krasner,60.98
47-02,44.16,22.08,15.58,7.79,6.49,1.3,2.6,0,4702,Krasner,44.16
47-03,56.58,14.47,11.84,6.58,3.95,0,6.58,0,4703,Krasner,56.58
47-04,39.58,16.67,6.25,10.42,20.83,0,6.25,0,4704,Krasner,39.58
47-05,37.7,11.48,4.92,21.31,9.84,1.64,13.11,0,4705,Krasner,37.7
47-06,50,15.22,4.35,6.52,10.87,4.35,8.7,0,4706,Krasner,50
47-07,41.18,14.71,13.24,11.76,2.94,1.47,14.71,0,4707,Krasner,41.18
47-08,28.57,16.07,7.14,26.79,10.71,0,10.71,0,4708,Krasner,28.57
47-09,50,17.86,7.14,7.14,10.71,0,7.14,0,4709,Krasner,50
47-10,42.31,3.85,19.23,15.38,15.38,0,3.85,0,4710,Krasner,42.31
47-11,18.18,18.18,18.18,20,21.82,1.82,1.82,0,4711,Negrin,21.82
47-12,52.63,15.79,5.26,21.05,0,0,5.26,0,4712,Krasner,52.63
47-13,29.85,14.93,14.93,25.37,11.94,2.99,0,0,4713,Krasner,29.85
47-14,12,24,12,36,12,4,0,0,4714,El Shabazz,36
48-01,49.32,17.81,9.59,9.59,8.22,1.37,4.11,0,4801,Krasner,49.32
48-02,59.09,10.23,5.68,15.91,6.82,1.14,1.14,0,4802,Krasner,59.09
48-03,40.54,13.51,10.81,20.72,12.61,0.9,0.9,0,4803,Krasner,40.54
48-04,29.27,15.85,13.41,21.95,14.63,1.22,3.66,0,4804,Krasner,29.27
48-05,38.03,8.45,14.08,15.49,18.31,2.82,2.82,0,4805,Krasner,38.03
48-06,35.37,29.27,6.1,19.51,6.1,2.44,1.22,0,4806,Krasner,35.37
48-07,13.43,25.37,25.37,7.46,20.9,2.99,4.48,0,4807,Tie,25.37
48-08,38.1,13.1,17.86,19.05,10.71,0,1.19,0,4808,Krasner,38.1
48-09,44.9,18.37,4.08,18.37,12.24,2.04,0,0,4809,Krasner,44.9
48-10,16.22,2.7,24.32,21.62,16.22,2.7,16.22,0,4810,Untermeyer,24.32
48-11,46.67,13.33,13.33,20,0,6.67,0,0,4811,Krasner,46.67
48-12,38.24,14.71,8.82,14.71,17.65,2.94,2.94,0,4812,Krasner,38.24
48-13,54.41,17.65,7.35,5.88,13.24,0,1.47,0,4813,Krasner,54.41
48-14,58.46,6.15,10.77,1.54,9.23,3.08,10.77,0,4814,Krasner,58.46
48-15,33.85,13.85,10.77,20,9.23,4.62,7.69,0,4815,Krasner,33.85
48-16,28.17,23.94,8.45,16.9,18.31,4.23,0,0,4816,Krasner,28.17
48-17,47.37,17.11,21.05,5.26,5.26,3.95,0,0,4817,Krasner,47.37
48-18,55.7,15.19,8.86,0,18.99,1.27,0,0,4818,Krasner,55.7
48-19,40,13.33,10,3.33,10,3.33,20,0,4819,Krasner,40
48-20,77,14,2,2,3,1,1,0,4820,Krasner,77
48-21,19.59,12.84,25,12.84,27.03,1.35,1.35,0,4821,Negrin,27.03
48-22,31.58,21.05,5.26,10.53,21.05,0,10.53,0,4822,Krasner,31.58
48-23,20.97,20.97,17.74,14.52,16.13,4.84,4.84,0,4823,Tie,20.97
49-01,20.45,11.36,6.82,11.36,9.09,36.36,4.55,0,4901,Deni,36.36
49-02,35.45,15.45,12.73,18.18,13.64,1.82,2.73,0,4902,Krasner,35.45
49-03,43.9,15.24,4.88,21.95,7.32,4.88,1.83,0,4903,Krasner,43.9
49-04,36.9,19.05,16.67,15.48,8.33,2.38,1.19,0,4904,Krasner,36.9
49-05,24.21,24.21,11.58,15.79,7.37,16.84,0,0,4905,Tie,24.21
49-06,46.15,10.49,11.19,14.69,9.09,6.29,2.1,0,4906,Krasner,46.15
49-07,31.75,19.84,13.49,25.4,3.97,4.76,0.79,0,4907,Krasner,31.75
49-08,34.57,18.52,9.26,24.07,11.73,1.23,0.62,0,4908,Krasner,34.57
49-09,18.69,24.3,3.74,17.76,17.76,14.95,2.8,0,4909,Khan,24.3
49-10,30.39,17.65,17.65,17.65,7.84,7.84,0.98,0,4910,Krasner,30.39
49-11,26.83,19.51,7.32,18.29,17.07,4.88,6.1,0,4911,Krasner,26.83
49-12,29.67,25.27,8.79,15.38,14.29,3.3,3.3,0,4912,Krasner,29.67
49-13,22.86,22.86,0,31.43,14.29,5.71,2.86,0,4913,El Shabazz,31.43
49-14,32.08,13.21,13.21,24.53,15.09,1.89,0,0,4914,Krasner,32.08
49-15,29.73,18.92,13.51,21.62,9.46,6.76,0,0,4915,Krasner,29.73
49-16,25.24,24.27,7.77,27.18,7.77,7.77,0,0,4916,El Shabazz,27.18
49-17,33.03,16.51,7.34,22.94,9.17,9.17,1.83,0,4917,Krasner,33.03
49-18,43.8,20.44,1.46,6.57,13.87,10.22,3.65,0,4918,Krasner,43.8
49-19,36.05,8.14,6.98,27.91,15.12,5.81,0,0,4919,Krasner,36.05
49-20,34.59,27.07,12.78,18.8,1.5,3.76,1.5,0,4920,Krasner,34.59
49-21,24.64,26.81,5.07,15.22,15.22,10.14,2.17,0.72,4921,Khan,26.81
49-22,35.1,17.22,15.89,17.88,11.92,1.99,0,0,4922,Krasner,35.1
50-01,44.44,17.36,6.94,25,6.25,0,0,0,5001,Krasner,44.44
50-02,43.08,15.9,4.1,28.72,4.62,1.54,2.05,0,5002,Krasner,43.08
50-03,50.54,19.57,5.43,18.48,4.35,1.09,0.54,0,5003,Krasner,50.54
50-04,57.62,7.95,3.97,20.53,8.61,0.66,0.66,0,5004,Krasner,57.62
50-05,59.78,12.85,3.91,17.32,5.03,0,1.12,0,5005,Krasner,59.78
50-06,61.38,15.86,6.9,11.03,4.83,0,0,0,5006,Krasner,61.38
50-07,53.62,18.36,4.35,20.29,2.42,0.97,0,0,5007,Krasner,53.62
